Identifier	seqid	gene_id	strand	start	end	width	gc	isPresent	log2 Ratio	pValue	fdr	wt_1 [normalized count]	wt_2 [normalized count]	mut_1 [normalized count]	mut_2 [normalized count]	wt_1 [FPKM]	wt_2 [FPKM]	mut_1 [FPKM]	mut_2 [FPKM]
YNL030W	XIV	YNL030W	+	576727	577038	312	0.4231	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL029C	XIV	YNL029C	-	577205	578773	1569	0.4149	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL027W	XIV	YNL027W	+	579580	581616	2037	0.377	FALSE	0	1	NA	0	0	0	0	0	0	0	0
NME1	XIV	NME1	+	585587	585926	340	0.3912	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL024C-A	XIV	YNL024C-A	-	586602	586820	219	0.4018	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tI(AAU)N2	XIV	tI(AAU)N2	+	602312	602385	74	0.5811	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL016W	XIV	YNL016W	+	602907	604268	1362	0.4163	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL015W	XIV	YNL015W	+	605384	605611	228	0.3947	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL011C	XIV	YNL011C	-	611836	613170	1335	0.3678	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL008C	XIV	YNL008C	-	616211	618241	2031	0.3545	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL007C	XIV	YNL007C	-	618507	619565	1059	0.4297	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL006W	XIV	YNL006W	+	620067	620978	912	0.4254	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL004W	XIV	YNL004W	+	622915; 623287	622944; 624621	1365	0.419	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL003C	XIV	YNL003C	-	624975	625829	855	0.4234	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL002C	XIV	YNL002C	-	626174	627142	969	0.3581	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNL001W	XIV	YNL001W	+	627456	628616	1161	0.348	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR001W-A	XIV	YNR001W-A	+	631263	631481	219	0.4064	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tP(AGG)N	XIV	tP(AGG)N	-	631846	631917	72	0.6667	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tN(GUU)N2	XIV	tN(GUU)N2	+	632599	632672	74	0.5405	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR003C	XIV	YNR003C	-	634344	635297	954	0.4004	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR003W-A	XIV	YNR003W-A	+	634420	634518	99	0.4545	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR010W	XIV	YNR010W	+	643744	644193	450	0.3756	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR015W	XIV	YNR015W	+	653387	654541	1155	0.4753	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR019W	XIV	YNR019W	+	665339	667267	1929	0.408	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR020C	XIV	YNR020C	-	667410	668222	813	0.4121	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR022C	XIV	YNR022C	-	669774	670193	420	0.4024	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR027W	XIV	YNR027W	+	674923	675876	954	0.4392	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR030W	XIV	YNR030W	+	678799	680454	1656	0.3913	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR034W-A	XIV	YNR034W-A	+	692561	692857	297	0.4175	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR035C	XIV	YNR035C	-	693019	694047	1029	0.4198	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR037C	XIV	YNR037C	-	695052	695327	276	0.4855	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR038W	XIV	YNR038W	+	695595	697484	1890	0.3847	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR041C	XIV	YNR041C	-	700541	701659	1119	0.4745	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR042W	XIV	YNR042W	+	701238	701666	429	0.4895	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR049C	XIV	YNR049C	-	713023	713655	633	0.4408	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR050C	XIV	YNR050C	-	714048	715388	1341	0.4161	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR49	XIV	snR49	+	716120	716284	165	0.3394	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR053C	XIV	YNR053C	-	721120; 722303	721770; 723112	1461	0.4155	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tL(UAA)N	XIV	tL(UAA)N	-	726134	726217	84	0.5833	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR057C	XIV	YNR057C	-	733356	734069	714	0.4594	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR061C	XIV	YNR061C	-	742881	743540	660	0.3818	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR062C	XIV	YNR062C	-	744360	745343	984	0.4085	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR068C	XIV	YNR068C	-	760067	760885	819	0.3565	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR073C	XIV	YNR073C	-	774792	776300	1509	0.446	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR074C	XIV	YNR074C	-	777602	778738	1137	0.4019	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR075W	XIV	YNR075W	+	779916	781040	1125	0.3956	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YNR076W	XIV	YNR076W	+	781918	782280	363	0.4931	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL166C	XV	YOL166C	-	1000	1338	339	0.3481	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL164W-A	XV	YOL164W-A	+	4130	4312	183	0.3443	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL164W	XV	YOL164W	+	6175	8115	1941	0.4431	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL159C-A	XV	YOL159C-A	-	15233	15505	273	0.348	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL159C	XV	YOL159C	-	17281	17796	516	0.3527	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL158C	XV	YOL158C	-	19491	21311	1821	0.4256	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL157C	XV	YOL157C	-	22525	24294	1770	0.4277	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL156W	XV	YOL156W	+	25273	26976	1704	0.439	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL155W-A	XV	YOL155W-A	+	27084	27218	135	0.3704	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL150C	XV	YOL150C	-	44473	44784	312	0.3429	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL149W	XV	YOL149W	+	44938	45633	696	0.352	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL148C	XV	YOL148C	-	45760	47574	1815	0.3972	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL147C	XV	YOL147C	-	47933	48643	711	0.4374	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL144W	XV	YOL144W	+	53098	54552	1455	0.3766	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL143C	XV	YOL143C	-	54595	55104	510	0.4314	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL135C	XV	YOL135C	-	69376	70044	669	0.4499	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL129W	XV	YOL129W	+	77560	78114	555	0.4018	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL128C	XV	YOL128C	-	78352	79479	1128	0.3901	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL125W	XV	YOL125W	+	83834	85264	1431	0.4116	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL121C	XV	YOL121C	-	92026; 92831	92440; 92850	435	0.4299	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL116W	XV	YOL116W	+	99809	100957	1149	0.4056	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL114C	XV	YOL114C	-	103317	103925	609	0.3842	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL112W	XV	YOL112W	+	106710	108188	1479	0.4097	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL111C	XV	YOL111C	-	108258	108896	639	0.457	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tG(UCC)O	XV	tG(UCC)O	-	110962	111033	72	0.5694	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL108C	XV	YOL108C	-	111431	111886	456	0.4079	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL107W	XV	YOL107W	+	112102	113130	1029	0.3576	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tT(AGU)O1	XV	tT(AGU)O1	+	113802	113874	73	0.4795	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL104C	XV	YOL104C	-	116396	117454	1059	0.3664	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL101C	XV	YOL101C	-	126982	127920	939	0.345	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL099C	XV	YOL099C	-	132017	132508	492	0.3496	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR58	XV	snR58	-	136088	136183	96	0.3542	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL097W-A	XV	YOL097W-A	+	136220	136405	186	0.3978	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL096C	XV	YOL096C	-	138107	139045	939	0.41	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL092W	XV	YOL092W	+	144204	145130	927	0.3981	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL088C	XV	YOL088C	-	153912	154745	834	0.3813	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL086W-A	XV	YOL086W-A	+	159173	159445	273	0.4579	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL085W-A	XV	YOL085W-A	+	161579	161791	213	0.493	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL083C-A	XV	YOL083C-A	-	166461	166601	141	0.3546	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL080C	XV	YOL080C	-	180558	181427	870	0.3805	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL079W	XV	YOL079W	+	181057	181455	399	0.3609	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL077W-A	XV	YOL077W-A	+	185438	185644	207	0.3961	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL072W	XV	YOL072W	+	194970	196337	1368	0.4145	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL055C	XV	YOL055C	-	224420	226075	1656	0.3973	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tG(GCC)O1	XV	tG(GCC)O1	-	226611	226681	71	0.5775	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tN(GUU)O1	XV	tN(GUU)O1	+	228331	228404	74	0.5405	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL052C-A	XV	YOL052C-A	-	231570	231755	186	0.4785	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL050C	XV	YOL050C	-	237882	238202	321	0.3738	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL049W	XV	YOL049W	+	238619	240094	1476	0.3787	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL038C-A	XV	YOL038C-A	-	254926	255021	96	0.375	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR50	XV	snR50	+	259489	259578	90	0.3444	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL032W	XV	YOL032W	+	265429	266169	741	0.4089	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL028C	XV	YOL028C	-	270633	271370	738	0.4322	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL026C	XV	YOL026C	-	274012	274353	342	0.5058	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tS(GCU)O	XV	tS(GCU)O	+	274673; 274729	274709; 274773	82	0.5732	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL020W	XV	YOL020W	+	286172	287950	1779	0.4384	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tY(GUA)O	XV	tY(GUA)O	+	288192; 288245	288230; 288280	75	0.56	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL019W-A	XV	YOL019W-A	+	288420	288572	153	0.4902	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL016C	XV	YOL016C	-	294777	296120	1344	0.4025	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL015W	XV	YOL015W	+	297078	298838	1761	0.3629	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL014W	XV	YOL014W	+	299693	300067	375	0.4133	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL013W-B	XV	YOL013W-B	+	300690	300980	291	0.2887	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL013W-A	XV	YOL013W-A	+	301047	301238	192	0.4583	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tP(UGG)O1	XV	tP(UGG)O1	+	301097; 301163	301132; 301198	72	0.6111	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL009C	XV	YOL009C	-	309324	310139	816	0.3811	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL007C	XV	YOL007C	-	311342	312367	1026	0.3947	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOL005C	XV	YOL005C	-	315813	316175	363	0.4986	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR006C	XV	YOR006C	-	337680	338621	942	0.414	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tR(ACG)O	XV	tR(ACG)O	-	340299	340371	73	0.589	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR008C	XV	YOR008C	-	341278	342414	1137	0.4433	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR008C-A	XV	YOR008C-A	-	342857	343081	225	0.3644	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR008W-B	XV	YOR008W-B	+	343929	344030	102	0.451	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR009W	XV	YOR009W	+	344335	345798	1464	0.4713	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR011W	XV	YOR011W	+	349679	353863	4185	0.3852	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tT(AGU)O2	XV	tT(AGU)O2	-	354041	354113	73	0.4795	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR015W	XV	YOR015W	+	359993	360352	360	0.3444	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR018W	XV	YOR018W	+	364369	366882	2514	0.3878	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR020C	XV	YOR020C	-	370524	370844	321	0.4299	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR021C	XV	YOR021C	-	372798	373439	642	0.3894	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR024W	XV	YOR024W	+	377847	378170	324	0.4506	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR027W	XV	YOR027W	+	381053	382822	1770	0.4169	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR029W	XV	YOR029W	+	384600	384935	336	0.4375	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR031W	XV	YOR031W	+	389213	389422	210	0.4238	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR032C	XV	YOR032C	-	389771	391075	1305	0.3893	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR032W-A	XV	YOR032W-A	+	392176	392376	201	0.398	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR034C-A	XV	YOR034C-A	-	397426	397668	243	0.3786	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR036W	XV	YOR036W	+	400348	401214	867	0.391	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR038C	XV	YOR038C	-	402761	405388	2628	0.3798	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR039W	XV	YOR039W	+	405768	406544	777	0.3835	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR9	XV	snR9	-	407948	408134	187	0.3797	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR62	XV	snR62	-	409765	409864	100	0.23	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR044W	XV	YOR044W	+	413007	413480	474	0.365	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR051C	XV	YOR051C	-	424846	426084	1239	0.385	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR052C	XV	YOR052C	-	426772	427224	453	0.4106	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR053W	XV	YOR053W	+	427817	428158	342	0.4503	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR055W	XV	YOR055W	+	429478	429912	435	0.4529	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tK(UUU)O	XV	tK(UUU)O	+	438643; 438703	438679; 438738	73	0.5205	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR061W	XV	YOR061W	+	441534	442553	1020	0.3931	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR072W	XV	YOR072W	+	461502	461816	315	0.4444	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR072W-A	XV	YOR072W-A	+	461791	462039	249	0.5141	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR072W-B	XV	YOR072W-B	+	464469	464630	162	0.4012	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR073W-A	XV	YOR073W-A	+	467390	467623	234	0.4103	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR075W	XV	YOR075W	+	468212	469252	1041	0.3391	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR077W	XV	YOR077W	+	471899	472597	699	0.4378	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tN(GUU)O2	XV	tN(GUU)O2	+	487439	487512	74	0.5405	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR091W	XV	YOR091W	+	493433	494470	1038	0.4566	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR097C	XV	YOR097C	-	506978	507505	528	0.3769	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR103C	XV	YOR103C	-	516449	516841	393	0.3435	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR107W	XV	YOR107W	+	521353	522282	930	0.4172	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR111W	XV	YOR111W	+	530429	531127	699	0.3634	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR120W	XV	YOR120W	+	551114	552052	939	0.4026	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR125C	XV	YOR125C	-	559030	559731	702	0.4302	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tD(GUC)O	XV	tD(GUC)O	+	571958	572029	72	0.5694	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR133W	XV	YOR133W	+	575098	577626	2529	0.4448	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR136W	XV	YOR136W	+	580250	581359	1110	0.4072	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR139C	XV	YOR139C	-	586950	587342	393	0.4809	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tG(CCC)O	XV	tG(CCC)O	-	594354	594425	72	0.5556	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR142W-B	XV	YOR142W-B	+	595112; 596418	596416; 600380	5268	0.3833	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR142W-A	XV	YOR142W-A	+	595112	596434	1323	0.4089	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR143C	XV	YOR143C	-	601383	602342	960	0.3469	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR145C	XV	YOR145C	-	605347	606171	825	0.4206	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR148C	XV	YOR148C	-	608640	609197	558	0.3835	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR150W	XV	YOR150W	+	611999	612490	492	0.4045	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR155C	XV	YOR155C	-	626628	627980	1353	0.4087	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR157C	XV	YOR157C	-	630966	631751	786	0.4351	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR161W-A	XV	YOR161W-A	+	637574	637654	81	0.4691	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR161W-B	XV	YOR161W-B	+	637975	638235	261	0.4444	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR161C-C	XV	YOR161C-C	-	639121	639267	147	0.4762	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR166C	XV	YOR166C	-	647126	648502	1377	0.3566	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR167C	XV	YOR167C	-	648804	649007	204	0.451	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR168W	XV	YOR168W	+	649303	651732	2430	0.3782	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR169C	XV	YOR169C	-	651376	651840	465	0.3269	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR170W	XV	YOR170W	+	651858	652163	306	0.3072	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR171C	XV	YOR171C	-	652010	653884	1875	0.3851	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR173W	XV	YOR173W	+	657264	658325	1062	0.4124	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR179C	XV	YOR179C	-	671845	672411	567	0.3933	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR181W	XV	YOR181W	+	675939	677840	1902	0.4727	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR36	XV	snR36	-	680685	680866	182	0.3462	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR186C-A	XV	YOR186C-A	-	683329	683538	210	0.4381	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR189W	XV	YOR189W	+	689624	689974	351	0.4103	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR192C-C	XV	YOR192C-C	-	703988	704224	237	0.3122	FALSE	0	1	NA	0	0	0	0	0	0	0	0
tM(CAU)O1	XV	tM(CAU)O1	+	710201	710272	72	0.6528	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR194C	XV	YOR194C	-	711683	712543	861	0.3914	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR197W	XV	YOR197W	+	717086	718384	1299	0.4242	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR199W	XV	YOR199W	+	720181	720510	330	0.3424	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR200W	XV	YOR200W	+	720417	720815	399	0.3935	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR202W	XV	YOR202W	+	721946	722608	663	0.4902	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR210W	XV	YOR210W	+	738320	738532	213	0.3615	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR214C	XV	YOR214C	-	745593	746303	711	0.3741	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR215C	XV	YOR215C	-	746725	747282	558	0.3835	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR216C	XV	YOR216C	-	747525	748979	1455	0.378	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR218C	XV	YOR218C	-	751476	751895	420	0.4238	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR220W	XV	YOR220W	+	755328	756125	798	0.396	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR35	XV	snR35	-	759326	759529	204	0.3922	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR224C	XV	YOR224C	-	760825	761265	441	0.424	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR225W	XV	YOR225W	+	761392	761721	330	0.3455	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR228C	XV	YOR228C	-	766869	767777	909	0.4257	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR231W	XV	YOR231W	+	772601	774127	1527	0.3988	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR231C-A	XV	YOR231C-A	-	773163	773363	201	0.3433	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR232W	XV	YOR232W	+	774573	775259	687	0.3814	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR234C	XV	YOR234C	-	778555; 779387	778859; 779405	324	0.4198	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR235W	XV	YOR235W	+	779870	780184	315	0.3556	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR17a	XV	snR17a	+	780107; 780278	780120; 780596	333	0.3994	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR236W	XV	YOR236W	+	780906	781541	636	0.4135	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR237W	XV	YOR237W	+	781994	783298	1305	0.3893	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR238W	XV	YOR238W	+	783677	784588	912	0.3651	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR242C	XV	YOR242C	-	788742	789857	1116	0.3423	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR243C	XV	YOR243C	-	790211	792241	2031	0.3816	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR244W	XV	YOR244W	+	792531	793868	1338	0.3655	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR253W	XV	YOR253W	+	804377	804907	531	0.3748	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR254C	XV	YOR254C	-	805032	807023	1992	0.3685	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR255W	XV	YOR255W	+	807271	808107	837	0.3775	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR257W	XV	YOR257W	+	811008	811493	486	0.3765	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR258W	XV	YOR258W	+	811671	812324	654	0.3502	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR259C	XV	YOR259C	-	812395	813708	1314	0.411	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR264W	XV	YOR264W	+	818866	820158	1293	0.3898	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR268C	XV	YOR268C	-	825534	825932	399	0.4561	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR8	XV	snR8	+	832332	832521	190	0.4789	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR274W	XV	YOR274W	+	837674	838960	1287	0.3908	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR275C	XV	YOR275C	-	839084	841069	1986	0.3691	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR276W	XV	YOR276W	+	841333	841818	486	0.3992	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR31	XV	snR31	-	841958	842182	225	0.4044	FALSE	0	1	NA	0	0	0	0	0	0	0	0
snR5	XV	snR5	+	842403	842606	204	0.3284	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR279C	XV	YOR279C	-	843698	844630	933	0.3794	FALSE	0	1	NA	0	0	0	0	0	0	0	0
YOR280C	XV	YOR280C	-	844992	845792	801	0.3858	FALSE	0	1	NA	0	0	0	0	0	0	0	0
